1,"Daft Punk - Harder, Better, Faster, Stronger ",23.053.156 ,https://www.youtube.com/watch?v=GDpmVUEjagg,GDpmVUEjagg,Fri Jul  7 22:21:39 2017
2,Daft Punk - Around The World ,24.931.904 ,https://www.youtube.com/watch?v=yca6UsllwYs,yca6UsllwYs,Fri Jul  7 22:25:39 2017
3,"Daft Punk - Harder, Better, Faster, Stronger ",23.053.911 ,https://www.youtube.com/watch?v=GDpmVUEjagg,GDpmVUEjagg,Fri Jul  7 22:33:39 2017
4,Daft Punk - Digital Love ,9.144.205 ,https://www.youtube.com/watch?v=QOngRDVtEQI,QOngRDVtEQI,Fri Jul  7 22:37:40 2017
5,Daft Punk - Aerodynamic ,4.867.972 ,https://www.youtube.com/watch?v=mCnJ2_xN2jU,mCnJ2_xN2jU,Fri Jul  7 22:42:44 2017
6,Daft Punk - Face To Face ,4.026.034 ,https://www.youtube.com/watch?v=zNRbP7U0Iq8,zNRbP7U0Iq8,Fri Jul  7 22:45:39 2017
7,Daft Punk - Voyager ,2.301.080 ,https://www.youtube.com/watch?v=tEJpLDEOivA,tEJpLDEOivA,Fri Jul  7 22:49:39 2017
8,Daft Punk - Veridis Quo ,1.256.454 ,https://www.youtube.com/watch?v=dh3jFRvYvDE,dh3jFRvYvDE,Fri Jul  7 22:53:42 2017
9,Daft Punk - Short Circuit ,816.635 ,https://www.youtube.com/watch?v=XtP88AGsslo,XtP88AGsslo,Fri Jul  7 22:59:40 2017
10,Daft Punk - Crescendolls ,1.201.961 ,https://www.youtube.com/watch?v=quHVq28Y_gg,quHVq28Y_gg,Fri Jul  7 23:03:39 2017
11,Daft Punk - Superheroes ,1.320.797 ,https://www.youtube.com/watch?v=X4fa44_sq2E,X4fa44_sq2E,Fri Jul  7 23:07:39 2017
12,Daft Punk - High Life ,1.196.436 ,https://www.youtube.com/watch?v=JqiGYpvxt7A,JqiGYpvxt7A,Fri Jul  7 23:11:39 2017
13,Daft Punk - Something About Us ,2.476.946 ,https://www.youtube.com/watch?v=sIv17mT9pBc,sIv17mT9pBc,Fri Jul  7 23:14:39 2017
14,Daft Punk - One More Time [HQ] ,9.681.385 ,https://www.youtube.com/watch?v=n6RTF4OPzf8,n6RTF4OPzf8,Fri Jul  7 23:18:39 2017
15,Daft Punk - Robot Rock ,3.664.812 ,https://www.youtube.com/watch?v=r2tYJoocSgg,r2tYJoocSgg,Fri Jul  7 23:24:39 2017
16,Daft Punk - Television Rules The Nation ,1.555.919 ,https://www.youtube.com/watch?v=PS_b6TthSGQ,PS_b6TthSGQ,Fri Jul  7 23:29:40 2017
17,Daft Punk - The Prime Time Of Your Life ,366.166 ,https://www.youtube.com/watch?v=oZ3LgqQW64o,oZ3LgqQW64o,Fri Jul  7 23:34:39 2017
18,Daft Punk - Make Love ,578.777 ,https://www.youtube.com/watch?v=MxUGFWIIZf4,MxUGFWIIZf4,Fri Jul  7 23:38:40 2017
19,Daft Punk - Emotion ,667.337 ,https://www.youtube.com/watch?v=8uam7HVNvrk,8uam7HVNvrk,Fri Jul  7 23:43:39 2017
20,Daft Punk - Rollin' & Scratchin'... ,1.116.406 ,https://www.youtube.com/watch?v=Gbb8kZw-xRg,Gbb8kZw-xRg,Fri Jul  7 23:50:40 2017
21,Daft Punk - Da Funk ,2.967.015 ,https://www.youtube.com/watch?v=IewQqGpdmh8&spfreload=10,IewQqGpdmh8&spfreload,Fri Jul  7 23:58:41 2017
22,Daft Punk - Steam Machine ,266.248 ,https://www.youtube.com/watch?v=zjKnWqPGEP4,zjKnWqPGEP4,Sat Jul  8 00:04:39 2017
23,Daft Punk - The Brainwasher ,304.987 ,https://www.youtube.com/watch?v=DeWLi9TROtE,DeWLi9TROtE,Sat Jul  8 00:09:45 2017
24,Daft Punk - Nightvision ,344.274 ,https://www.youtube.com/watch?v=ES0PSdBUpSU,ES0PSdBUpSU,Sat Jul  8 00:13:40 2017
25,Daft Punk - Daftendirekt ,526.952 ,https://www.youtube.com/watch?v=Ln8k6ADa-KA,Ln8k6ADa-KA,Sat Jul  8 00:15:41 2017
26,Daft Punk - Oh Yeah ,308.376 ,https://www.youtube.com/watch?v=abUHW36_tEU,abUHW36_tEU,Sat Jul  8 00:18:41 2017
27,Daft Punk - Superheroes ,16.611.958 ,https://www.youtube.com/watch?v=bRt5z880CFY,bRt5z880CFY,Sat Jul  8 00:21:40 2017
28,Daft Punk - High Life ,8.356.596 ,https://www.youtube.com/watch?v=HoQN7K6HdRw,HoQN7K6HdRw,Sat Jul  8 00:30:42 2017
29,Daft Punk - Something About Us ,30.030.066 ,https://www.youtube.com/watch?v=sOS9aOIXPEk,sOS9aOIXPEk,Sat Jul  8 00:33:45 2017
30,Daft Punk - Face To Face ,12.590.015 ,https://www.youtube.com/watch?v=dKJfJMMsqX4,dKJfJMMsqX4,Sat Jul  8 00:37:40 2017
31,Daft Punk - Too Long ,7.640.757 ,https://www.youtube.com/watch?v=Z6_ZNW1DACE,Z6_ZNW1DACE,Sat Jul  8 00:41:40 2017
